347			
0	192	16	16
16	192	16	16
32	192	16	16
48	192	16	16
64	192	16	16
80	192	16	16
96	192	16	16
112	192	16	16
128	192	16	16
144	192	16	16
160	192	16	16
176	192	16	16
192	192	16	16
208	192	16	16
224	192	16	16
240	192	16	16
256	192	16	16
272	192	16	16
288	192	16	16
304	192	16	16
320	192	16	16
336	192	16	16
352	192	16	16
368	192	16	16
384	192	16	16
400	192	16	16
416	192	16	16
432	192	16	16
448	192	16	16
464	192	16	16
480	192	16	16
496	192	16	16
512	192	16	16
528	192	16	16
544	192	16	16
560	192	16	16
576	192	16	16
592	192	16	16
608	192	16	16
624	192	16	16
640	192	16	16
656	192	16	16
672	192	16	16
688	192	16	16
704	192	16	16
720	192	16	16
736	192	16	16
752	192	16	16
2784	48	16	16
2800	48	16	16
1520	112	16	16
1536	112	16	16
1552	112	16	16
1568	112	16	16
1584	112	16	16
1600	112	16	16
1616	112	16	16
1632	112	16	16
1648	112	16	16
1664	112	16	16
2160	112	16	16
2176	112	16	16
2192	112	16	16
2208	112	16	16
2224	112	16	16
2240	112	16	16
2256	112	16	16
2272	112	16	16
2288	112	16	16
2304	112	16	16
2320	112	16	16
2336	112	16	16
2352	112	16	16
2368	112	16	16
2384	112	16	16
2400	112	16	16
2416	112	16	16
2720	112	16	16
2736	112	16	16
2752	112	16	16
2768	112	16	16
2784	112	16	16
2800	112	16	16
2816	112	16	16
2832	112	16	16
2848	112	16	16
2864	112	16	16
2880	112	16	16
2896	112	16	16
2912	112	16	16
2624	128	16	16
2640	128	16	16
1456	144	16	16
1472	144	16	16
1488	144	16	16
1696	144	16	16
1712	144	16	16
1728	144	16	16
1744	144	16	16
1760	144	16	16
1776	144	16	16
2432	144	16	16
2448	144	16	16
2464	144	16	16
2656	144	16	16
2672	144	16	16
2688	144	16	16
2944	144	16	16
2960	144	16	16
2976	144	16	16
2992	144	16	16
3008	144	16	16
3024	144	16	16
3040	144	16	16
3056	144	16	16
3072	144	16	16
3088	144	16	16
3104	144	16	16
3536	144	16	16
3552	144	16	16
3568	144	16	16
3488	176	16	16
3504	176	16	16
768	208	16	16
784	208	16	16
800	208	16	16
816	208	16	16
832	208	16	16
848	208	16	16
864	208	16	16
880	208	16	16
896	208	16	16
912	208	16	16
928	208	16	16
944	208	16	16
960	208	16	16
976	208	16	16
992	208	16	16
1008	208	16	16
1024	208	16	16
1040	208	16	16
1056	208	16	16
1072	208	16	16
1088	208	16	16
1104	208	16	16
1120	208	16	16
1136	208	16	16
1152	208	16	16
1168	208	16	16
1184	208	16	16
1200	208	16	16
1216	208	16	16
1232	208	16	16
1248	208	16	16
1264	208	16	16
1280	208	16	16
1296	208	16	16
1312	208	16	16
1328	208	16	16
1344	208	16	16
1360	208	16	16
1376	208	16	16
1392	208	16	16
1408	208	16	16
1424	208	16	16
1440	208	16	16
1456	208	16	16
1472	208	16	16
1488	208	16	16
1504	208	16	16
1520	208	16	16
1536	208	16	16
1552	208	16	16
1568	208	16	16
1584	208	16	16
1600	208	16	16
1616	208	16	16
1632	208	16	16
1648	208	16	16
1664	208	16	16
1680	208	16	16
1696	208	16	16
1712	208	16	16
1728	208	16	16
1744	208	16	16
1760	208	16	16
1776	208	16	16
1792	208	16	16
1808	208	16	16
1824	208	16	16
1840	208	16	16
1856	208	16	16
1872	208	16	16
1888	208	16	16
1904	208	16	16
1920	208	16	16
1936	208	16	16
1952	208	16	16
1968	208	16	16
1984	208	16	16
2000	208	16	16
2016	208	16	16
2032	208	16	16
2048	208	16	16
2064	208	16	16
2080	208	16	16
2096	208	16	16
2112	208	16	16
2128	208	16	16
2144	208	16	16
2160	208	16	16
2176	208	16	16
2192	208	16	16
2208	208	16	16
2224	208	16	16
2240	208	16	16
2256	208	16	16
2272	208	16	16
2288	208	16	16
2304	208	16	16
2320	208	16	16
2336	208	16	16
2368	208	16	16
2384	208	16	16
2400	208	16	16
2416	208	16	16
2432	208	16	16
2448	208	16	16
2464	208	16	16
2480	208	16	16
2496	208	16	16
2512	208	16	16
2528	208	16	16
2544	208	16	16
2624	208	16	16
2640	208	16	16
2656	208	16	16
2688	208	16	16
2704	208	16	16
2720	208	16	16
2736	208	16	16
2752	208	16	16
2768	208	16	16
2784	208	16	16
2800	208	16	16
2816	208	16	16
2832	208	16	16
2848	208	16	16
2864	208	16	16
2880	208	16	16
2896	208	16	16
2912	208	16	16
2928	208	16	16
2944	208	16	16
2960	208	16	16
2976	208	16	16
2992	208	16	16
3008	208	16	16
3024	208	16	16
3040	208	16	16
3056	208	16	16
3072	208	16	16
3088	208	16	16
3104	208	16	16
3120	208	16	16
3136	208	16	16
3152	208	16	16
3168	208	16	16
3184	208	16	16
3200	208	16	16
3216	208	16	16
3232	208	16	16
3248	208	16	16
3264	208	16	16
3280	208	16	16
3296	208	16	16
3312	208	16	16
3328	208	16	16
3344	208	16	16
3360	208	16	16
3376	208	16	16
3392	208	16	16
3408	208	16	16
3424	208	16	16
3440	208	16	16
3456	208	16	16
3472	208	16	16
3488	208	16	16
3504	208	16	16
3520	208	16	16
3536	208	16	16
3552	208	16	16
3568	208	16	16
2400	288	16	16
2416	288	16	16
2304	320	16	16
2320	320	16	16
2336	320	16	16
2352	320	16	16
2368	320	16	16
2384	320	16	16
2400	320	16	16
2416	320	16	16
2432	320	16	16
2448	320	16	16
2464	320	16	16
2480	320	16	16
2496	320	16	16
2512	320	16	16
2560	320	16	16
2576	320	16	16
2624	320	16	16
2640	320	16	16
2656	320	16	16
2672	320	16	16
2688	320	16	16
2704	320	16	16
2720	320	16	16
2736	320	16	16
2752	320	16	16
2768	320	16	16
2784	352	16	16
2800	352	16	16
2752	384	16	16
2768	384	16	16
2352	240	16	16
2672	240	16	16
2368	256	16	16
2688	256	16	16
2384	272	16	16
2704	272	16	16
2720	288	16	16
2736	304	16	16
1504	112	16	16
2144	112	16	16
1488	128	16	16
2128	128	16	16
1440	144	16	16
2112	144	16	16
3520	144	16	16
1424	160	16	16
2096	160	16	16
3504	160	16	16
1408	176	16	16
2080	176	16	16
1392	192	16	16
2064	192	16	16
